Brand,Price,Currency,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Processor Speed Unit,Type,Width of the Display,Height of the Display,OS,Storage Type,Hard Drive Capacity,Hard Drive Capacity Unit,SSD Capacity,SSD Capacity Unit,Screen Size (inch),Ram Size,Ram Size Unit
other,185.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel celeron,,unknown,other,,,unknown,unknown,,unknown,,unknown,11.6,,unknown
lenovo,199.0,$,black,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",100% factory reset to default settings | 100% functional | tested by in-house certified technician | professionally maintained | well packaged | genuine photos | buy with confidence |,amd,amd ryzen 5,2.00,GHz,notebook/laptop,1920,1080,windows,ssd,512,gb,512,gb,14,16,gb
hp,19.98,$,black,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",used scratches on case,other,intel core 2 duo t6600,,unknown,notebook/laptop,,,unknown,other,,unknown,,unknown,15.6,4,gb
asus,197.0,$,blue,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Convertible 2-in-1 Laptop/Tablet, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel celeron n,1.10,GHz,notebook/laptop,1366,768,windows,emmc,64,gb,64,gb,14,4,gb
other,530.0,$,silver,"Touch Bar,  Wi-Fi",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.",this device is in good cosmetic condition and will show scratches and/or scuffs on the body and screen. it has been tested and restored to 100% functionality. comes in a white box with a generic charger (sim card not included). batteries are tested to hold a good charge but may not have the performance of a new battery.,intel,i5-8259u,2.30,GHz,notebook/laptop,1366,768,mac,ssd,,unknown,512,gb,13.3,8,gb
other,260.0,$,other,Rugged,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",these offlease units are in very good condition very minor wear and tear of everyday use !!!!,other,undefined,2.20,GHz,notebook/laptop,,,windows,ssd,256,gb,256,gb,10.1,8,gb
lenovo,448.2,$,other,"Touch ID,  10/100 LAN Card,  Wi-Fi,  Backlit Keyboard,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5 7th generation,3.10,GHz,notebook/laptop,1920,1080 ,windows,unknown,,unknown,960,gb,14,,unknown
other,710.0,$,gray,,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,intel core i5 8th generation,,unknown,notebook/laptop,,,unknown,ssd,,unknown,,unknown,13,,unknown
dell,310.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",good used condition with minor signs of use. systems are tested and are guaranteed to be in working condition. item image shown is a representative image of item. these units will have some minor cosmetic blemishes that include scratches and/or other surface imperfections. some laptops may exhibit slightly shiny keys on the keyboard and/or shiny surfaces around the keyboard.,other,intel core i7 9th generation,,unknown,other,,,unknown,unknown,,unknown,,unknown,15.6,,unknown
hp,160.0,$,silver,"10/100 LAN Card,  Built-in Webcam,  Wi-Fi",For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,intel core i5 6th generation,2.40,GHz,notebook/laptop,1920,1080,unknown,hdd/ssd,8,gb,,unknown,15.6,8,gb
lenovo,250.0,$,black,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,undefined,,unknown,notebook/laptop,,,windows,ssd,,unknown,,unknown,14,16,gb
other,27.19,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,450.0,$,black,"Bluetooth, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","no operating system included, includes power adapter. all units have been thoroughly tested - guaranteed to be 100% functional (noted discrepancies notwithstanding). screens are in excellent condition! outer case may show some minor scratches/scuffs from normal use. 62%-100% battery capacity.",intel,intel core i7 11th generation,3.00,GHz,notebook/laptop,1920,1080,unknown,ssd,256,gb,256,gb,14,16,gb
hp,200.0,$,other,,Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.",used item.,other,intel celeron n3350,1.1,GHz,other,1366,768,chrome,ssd,,unknown,,unknown,14,,unknown
lenovo,115.0,$,gray,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",Undefined,Undefined,undefined,other,mediatek helio p60t,2.00,GHz,other,1920,1200,chrome,ssd,128,gb,128,gb,10.1,4,gb
dell,749.0,$,white,"Backlit Keyboard,  Bluetooth,  Built-in Webcam,  Touchscreen,  Wi-Fi,  Fingerprint Reader,  Infra-Red Webcam",Certified - Refurbished,"The item is in a pristine, like-new condition. It has been professionally inspected, cleaned, and refurbished by the manufacturer or a manufacturer-approved vendor to meet manufacturer specifications. The item will be in new packaging with original or new accessories. See the seller's listing for full details.",like new cosmetic condition. 2-year allstate warranty. comes with original charger. packed in dell box.,intel,intel core i5 11th generation,,unknown,notebook/laptop,3456,2160,windows,ssd,,unknown,512,gb,13.4,8,gb
dell,424.2,$,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.70,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,480,gb,14,,unknown
asus,83.6,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,344.8,$,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.70,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,240,gb,14,,unknown
other,352.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
hp,190.0,$,silver,"Backlit Keyboard,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 8th generation,1.60,GHz,notebook/laptop,1920,1080,windows,ssd,256,gb,256,gb,14,16,gb
lenovo,50.0,$,black,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",read description for more info.,intel,intel celeron,1.10,GHz,notebook/laptop,,,chrome,emmc,32,gb,32,gb,11.6,4,gb
lenovo,269.8,$,black,"Bluetooth, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",these units are fully functional and have all necessary accessories including a new operating system.,intel,8650u,1.9,GHz,other,1366,768,windows,unknown,,unknown,256,gb,14,16,gb
lenovo,500.0,$,black,"Bluetooth, Built-in Webcam, Wi-Fi",Undefined,Undefined,undefined,nvidia,amd ryzen 5,3.00,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,256,gb,15.6,8,gb
microsoft,299.0,$,silver,"Bluetooth, Built-In Webcam, Wi-Fi, Multi-Touch Trackpad, Touch Screen, Backlit Keyboard, 3d Camera, Touch Idaho, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i5 7th generation,2.60,GHz,notebook/laptop,2736,1824,windows,ssd,256,gb,256,gb,12.3,8,gb
other,369.2,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,229.1,$,black,,Seller refurbished,"The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller's listing for full details.",undefined,intel,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,375.8,$,other,"10/100 LAN Card, Webcam integrated, Wi-Fi, Optical Drive, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,1.99,GHz,notebook/laptop,1280,720,windows,ssd,,unknown,360,gb,14,,unknown
microsoft,150.0,$,silver,"Bluetooth,  Touchscreen,  Wi-Fi",For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,intel,intel core i3 10th generation,1.20,GHz,notebook/laptop,2736,1824,windows,ssd,128,gb,128,gb,12.3,4,gb
other,215.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,450.0,$,multicolor,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 7th generation,2.50,GHz,notebook/laptop,1920,1080,windows,ssd,1,tb,256,gb,15.6,8,gb
dell,199.0,$,other,"Built-in Microphone,  Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i7 3rd generation,2.70,GHz,notebook/laptop,1920,1080,windows,hdd/ssd,512,gb,512,gb,15.6,16,gb
other,398.5,$,other,"10/100 LAN Card,  Webcam integrated,  Wi-Fi,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,3.00,GHz,notebook/laptop,1280,720,windows,ssd,,unknown,240,gb,13.3,,unknown
other,379.5,$,other,,Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","neue 512gb ssd verbaut, ausführung mit 256gb ssd ebenfalls vorhanden",other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
lenovo,800.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,core i5-8350u 8th,,unknown,notebook/laptop,,,unknown,ssd,256,gb,256,gb,15.6,16,gb
dell,860.0,$,silver,"Backlit Keyboard,  Bluetooth,  Built-in Webcam,  Touchscreen,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",refurbished by dell in original sealed dell outlet packaging. seal may be broken for upgrades.,other,intel core i7 13th generation,,unknown,notebook/laptop,,,unknown,ssd,,unknown,512,gb,14,16,gb
dell,169.0,$,black,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i7 8th generation,1.90,GHz,notebook/laptop,1920,1080,windows,ssd,512,gb,512,gb,14,16,gb
acer,375.2,$,black,"Touchscreen, Wi-Fi, Bluetooth, Built-in Webcam",Undefined,Undefined,undefined,intel,intel celeron,1.10,GHz,notebook/laptop,1366,912,chrome,ssd,32,gb,32,gb,12,4,gb
dell,467.5,$,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 4th generation,2.60,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,960,gb,14,,unknown
lenovo,1019.0,$,gray,"Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Touch ID, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i7 12th generation,1.70,GHz,notebook/laptop,1920,1080,windows,ssd,512,gb,512,gb,14,8,gb
dell,180.0,$,black,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i7 7th generation,2.80,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,256,gb,15.6,8,gb
acer,40.0,$,white,"Built-in Webcam,  Wi-Fi",For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,intel celeron n2840,,unknown,notebook/laptop,1366,768,chrome,ssd,16,gb,16,gb,11.5,2,gb
other,93.2,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,637.5,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
lenovo,295.0,$,other,"Touch ID, 10/100 LAN Card, Wi-Fi, Backlit Keyboard, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5 7th generation,3.10,GHz,notebook/laptop,1920,1080 ,windows,unknown,,unknown,120,gb,14,,unknown
dell,400.0,$,black,"Built-in Webcam, Wi-Fi, Touchscreen, Backlit Keyboard, Widescreen Display, Built-in Microphone, Multi-Touch Trackpad, Bluetooth",Undefined,Undefined,undefined,other,undefined,,unknown,notebook/laptop,1920,1280,windows,ssd,512,gb,512,gb,13,16,gb
hp,218.9,$,black,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",Undefined,Undefined,undefined,amd,amd athlon gold 3150u,2.40,GHz,notebook/laptop,1366,768,windows,ssd,,unknown,128,gb,14,4,gb
dell,200.0,$,silver,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i7 6th generation,2.50,GHz,notebook/laptop,1366,768,unknown,hdd/ssd,1,tb,1,tb,15.6,8,gb
hp,200.0,$,other,"Built-in Webcam, Optical Drive, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",100% tested works great may have scuff from normal use,other,i5-7200u,2.50,GHz,other,,,unknown,ssd,256,gb,256,gb,15.6,8,gb
hp,90.0,$,silver,Bluetooth,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",chromebook is in great condition. includes asus type c 45 watts charger.,amd,amd 3015ce,,unknown,other,1366,768,chrome,emmc,64,gb,64,gb,14,4,gb
lenovo,175.0,$,other,Backlit Keyboard,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",very good condition. small wears and tears from office use.,other,intel core i7 6th generation,2.50,GHz,notebook/laptop,,,windows,ssd,256,gb,256,gb,14,16,gb
acer,98.25,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,288.2,$,other,,Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.","grade b : produit d’occasion testé et fonctionnel, vendu avec licence et installation. bon état esthétique avec de très légers défauts de plasturgie (rayures sur coque supérieure à 5cm) et/ou de dalle (très petites tâches écrans).",other,undefined,,unknown,notebook/laptop,,,unknown,unknown,,unknown,,unknown,,,unknown
other,130.6,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,314.2,$,black,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.70,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,120,gb,14,,unknown
other,10.88,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","grado-b -prima di acquistare leggere attentamente classificazione,caratteristiche condizioni cerchiamo di fornire piu informazioni possibili per paragonare i gradi degli oggetti in modo che possiate identificare il più possibile quello che state acquistandogli oggetti non comprendono caricatore,scatola o accessori almeno che non specificato",other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,85.44,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,112.25,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,403.0,$,black,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 4th generation,2.60,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,480,gb,14,,unknown
dell,234.8,$,black,"Bluetooth, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",these units are fully functional and have all necessary accessories including a new operating system.,intel,8265u,1.6,GHz,other,1366,768,windows,unknown,,unknown,500,gb,14,8,gb
other,79.0,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,426.5,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,375.8,$,other,"10/100 LAN Card,  Webcam integrated,  Wi-Fi,  Optical Drive,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,1.99,GHz,notebook/laptop,1280,720,windows,ssd,,unknown,360,gb,14,,unknown
dell,57.94,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,204.2,$,black,,Undefined,Undefined,undefined,intel,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,227.8,$,black,,Seller refurbished,"The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller's listing for full details.",undefined,intel,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,10.95,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,undefined,2.53,GHz,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,76.7,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
lenovo,574.5,$,other,"Touch ID, Webcam integrated, Wi-Fi, Optical Drive, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i3 7th generation,3.00,GHz,notebook/laptop,1920,1080 ,windows,hdd/ssd,400,gb,128,gb,15.6,,unknown
lg,93.9,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,8.7,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,9.79,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","grado- a -prima di acquistare leggere attentamente classificazione,caratteristiche condizioni cerchiamo di fornire piu informazioni possibili per paragonare i gradi degli oggetti in modo che possiate identificare il più possibile quello che state acquistandogli oggetti non comprendono caricatore,scatola o accessori almeno che non specificato",other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,103.75,$,other,,Undefined,Undefined,undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,90.4,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,152.2,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,127.6,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,79.56,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,334.8,$,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 4th generation,2.60,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,240,gb,14,,unknown
other,337.8,$,other,"10/100 LAN Card,  Webcam integrated,  Wi-Fi,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.30,GHz,notebook/laptop,1280,720,windows,ssd,,unknown,240,gb,13.3,,unknown
auo,92.75,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
