Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Beyond Disruption: Why Your Vision Is Essential,,Intermediate level,13 hours (approximately),Flexible schedule,,Explore the central role vision plays in leadership and why it is essential for un-disruptable leadership.Examine the components of an impactful vision story.Create a leadership vision to guide your professional development.,"['Business Transformation', 'Change Management', 'Growth Strategies', 'Leadership Development', 'Leadership And Management']","['Why Vision?', 'The Essentials: Three Themes for Crafting a Vision Story', 'Tips and Tricks to Animate Vision', 'Crafting Your Personal Vision']",['Mark Lipton'],"['Parsons School of Design, The New School']",Personal Development,https://www.coursera.org/learn/beyond-disruption-why-your-vision-is-essential
A Consultative Approach to Working with Recruiters,,Intermediate level,3 hours (approximately),Flexible schedule,," A keen understanding of the recruitment and hiring process, the people involved and their responsibilities A checklist of ways to be a consultant to your designated recruiter. Best practices to create a consistent approach to working with your recruiter. Tips on how to invest your time wisely to ensure a productive outcome and successful hire ","['Human Resources (HR)', 'Hiring Manager Training', 'Hiring Manager Certification', 'Talen Acquisition Training']","['Recruiting as a Process', ""A Hiring Manager's Checklist"", 'Consultative Follow Through', 'Wrap Up']",['Laura Stoker'],"['Automatic Data Processing, Inc. (ADP)']",Personal Development,https://www.coursera.org/learn/airs-consultative-approach-working-with-recruiters
Avatar Psychology for Designers,3.8,Beginner level,Approx. 10 hours to complete,Flexible schedule,26 reviews,,[],"['Avastart Here!', 'Connections to Avatars', 'Gender, Race, and Other Traits', 'Got any Change? Effects of Avatars']",['Rabindra Ratan'],['Michigan State University'],Personal Development,https://www.coursera.org/learn/avatar-psychology-for-designers
Advancing Health Equity: A Guide to Reducing Bias in Healthcare,,Intermediate level,Approx. 10 hours to complete,Flexible schedule,,"Recognize the foundational connection between biases and health care management and policy. Challenge your awareness, values, and actions on implicit and unconscious bias.","['Training', 'Health Equity', 'Bias', 'Public Health', 'Leadership Development']","['Community Orientation', 'Organizational Awareness', 'Professionalism ', 'Special Topics: Accountability, Change Leadership, and Strategic Orientation\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",['Ebbin Dotson'],['University of Michigan'],Personal Development,https://www.coursera.org/learn/advancing-health-equity-a-guide-for-reducing-bias
Crea tus publicaciones para RRSS con Canva,4.5,Beginner level,,,21 reviews,Aprenderás a personalizar templates de post o historias para redes sociales acorde a nuestro perfilAprenderás a crear publicaciones para redes sociales de gran impacto con CanvaAprenderás a crear un logo con Canva,"['Canva', 'redes sociales', 'Diseño']",['Learn step-by-step'],['María Ignacia España '],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/publicacion-rrss-canva
البحث عن عمل في العصر الرقمي | Job Search in the Digital Age,,Beginner level,Approx. 6 hours to complete,Flexible schedule,,تفهم سوق العمل الرقمي وكيفية التعامل معه وتتعرف على تقنيات جذب أصحاب العمل  وتعدد أنواع السير الذاتية ومميزات وعيوب كل نوع  تشرح كيف تتم عملية التوظيف  وتقيّم نقاط القوة والضعف عندك حتى تكتشف مميزاتك وتتعلم كيفية الاستعداد إلى مقابلة العمل  تستخدم أدوات التسويق الشخصي كي تنتقل من كونك مرشحاً أولياً إلى مرشحٍ نهائي  تبني هوية شخصية رقمية ناجحة وتطبق خطوات عمل الخطاب التقديمي وبناء السيرة الذاتية الناجحة  ,"['المهارات الرقمية', 'تحقيق التميز', 'هيكلة وصياغة سيرة ذاتية ناجحة', 'التواصل اللفظي والكتابي', 'تقييم نقاط القوة']","[' كيفية الوصول إلى الوظائف في العصر الرقمي', 'كيف تستعد لعملية التوظيف؟', 'كيفية التحول من مرشح أولي إلى مرشح نهائي', 'السيرة الذاتية الفعالة', 'كيفية بناء السيرة الذاتية الناجحة', 'خطوات النجاح للحصول على العمل الذي تطمح إليه']",['Alfaisal.KLD'],['Alfaisal University | KLD'],Personal Development,https://www.coursera.org/learn/job-search-skills
A Guide to Diversifying and Transforming Football Leadership,,,Approx. 8 hours to complete,Flexible schedule,,,[],"['Gender and ethnic minority  exclusion in football cultures and structures', 'Structures and governance in football', 'Navigating race and gender based discrimination in football organizations', 'Transforming football leadership']","['Jacco van Sterkenburg', 'Palesa Mashigo']","['Erasmus University Rotterdam', 'Fare Network']",Personal Development,https://www.coursera.org/learn/diversifying-transforming-football-leadership
Intel Telco Cloud Technologies,,Intermediate level,34 hours (approximately),Flexible schedule,, Transformation Technologies for Cloud Networking Network Functions Infrastructure Technologies Introduction to Intel® Infrastructure Technologies,"['Microservice Architecture', 'Telco Cloud Infrastructure', 'Containers', 'Telco Cloud Networking', 'Cloud Native']","['Transformation Technologies for Cloud Networking', 'Network Functions Infrastructure Technologies', 'Introduction to Intel® Infrastructure Management Technologies']",[],['Intel'],Personal Development,https://www.coursera.org/learn/intel-telco-cloud-technologies
Feedback Loops: Team Feedback,,Beginner level,11 hours (approximately),Flexible schedule,,Provide vertical and horizontal feedback to teamsDevelop effective feedback systems for your teamReceive vertical and horizontal feedback from teams,"['Communication', 'People Management', 'teamwork']","['Discovery and Delivery', 'Explore vs. Exploit', 'Back to Basics', 'Thresholds']",['Patrick Barry'],['University of Michigan'],Personal Development,https://www.coursera.org/learn/team-feedback
Felicidad y Calidad de Vida ,,Beginner level,12 hours (approximately),Flexible schedule,,"Identificar las características de los conceptos de felicidad y calidad de vida, así como su análisis en las diferentes etapas de la vida.Desarrollar la habilidad de mejorar nuestras condiciones identificando cómo nuestros espacios y objetos diarios influyen en nuestra vida.Reflexionar sobre la influencia de los amigos y las relaciones sociales en nuestra calidad de vida y el sentimiento de felicidad.","['Relaciones sociales', 'Vida cotidiana', 'Calidad de vida', 'Etapas de la vida', 'Felicidad']","['¿A qué nos referimos cuando hablamos de calidad de vida?', 'Calidad de vida y felicidad a través de las diferentes etapas de tu vida', 'La relación entre el lugar y la calidad de vida', 'Relaciones sociales en las sociedades de hoy en día y la calidad de vida']",['Graciela Tonon'],['Universidad de Palermo'],Personal Development,https://www.coursera.org/learn/felicidad-y-calidad-de-vida
Designing and Building Institutional Anti-Racist Spaces,,Beginner level,Approx. 21 hours to complete,Flexible schedule,,"The course final assignment will allow students to become designers of cultural equity, and build their own workshops at their own institutions.  ","['Diversity (Business)', 'Evaluation', 'Law', 'Educational Practices', 'Social Justice']","['Introduction', 'Putting Theory into Practice', 'Shifting Narratives: Looting, Rioting or Protesting?', 'Putting Your Knowledge Into Action']",['Jonathan Andrew Perez'],['Wesleyan University'],Personal Development,https://www.coursera.org/learn/designing-building-antiracist-spaces
Java Built in Data Structures,4.6,Intermediate level,2 hours,,20 reviews,Create and Populate a Java LinkedList with the data and compare its performance with ArrayList.Use a Set data structure to uniquify the data.Create a HashMap of the data and look up a record based on a unique key.,"['Java Object-Oriented Programming', 'Java LinkedList', 'Java Data Structures', 'Java HashMap', 'Java Collections Framework']",['Learn step-by-step'],['David Dalsveen'],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/java-built-in-data-structures
المعادلات في مايكروسوفت إكسل الجزء ٢| Formulas in MS Excel 2,,Beginner level,Approx. 1 hour to complete,Flexible schedule,,,"['المعادلات في إكسل', 'إكسل']","['المعادلات في ""مايكروسوفت إكسل"" الجزء ٢']",['Alfaisal.KLD'],['Alfaisal University | KLD'],Personal Development,https://www.coursera.org/learn/formulas-in-ms-excel-2
React avanzado,,Intermediate level,26 hours (approximately),Flexible schedule,,Cree componentes robustos y reutilizables con técnicas avanzadas y aprenda diferentes patrones para reutilizar comportamientos comunesInteractúe con un servidor remoto y obtenga y publique datos a través de una APIPruebe aplicaciones React sin problemas con React Testing LibraryIntegre bibliotecas React de uso común para agilizar el desarrollo de su aplicación,[],"['Componentes', 'Enlaces de React y enlaces personalizados', 'JSX y pruebas', 'Proyecto final']",['Taught by Meta Staff'],['Meta'],Personal Development,https://www.coursera.org/learn/advanced-react-es
Creating an Engaging Candidate Experience,,Intermediate level,3 hours (approximately),Flexible schedule,, A clear understanding of the importance and impact  of candidate experience   Best practices on creating an engaging candidate  experience    A step-by-step guide to improve your interview  process “from hello to goodbye”  ,"['Interview Best Practices', 'Hiring Manager Training', 'Candidate Experience', 'Talent Acquisition Training', 'Hiring Manager Certification']","['Candidate Experience', 'Candidates as Customers', 'From Hello to Goodbye']",['Laura Stoker'],"['Automatic Data Processing, Inc. (ADP)']",Personal Development,https://www.coursera.org/learn/creating-an-engaging-candidate-experience
Datos no tradicionales en repositorios NoSQL,,Beginner level,16 hours (approximately),Flexible schedule,,Identificar consideraciones fundamentales para la implementación de una solución basada en información usando tecnologías NoSQL.  Identificar criterios de selección y configuración de herramientas dadas las necesidades diversidad de aproximaciones al modelaje de información,"['uso de tecnologías NoSQL para manejo de datos no estructurados y semiestructurados', 'diseño de bases de datos NoSQL', 'almacenamiento de datos no tradicionales']","['¿Qué es NoSQL?¿Por qué surgen? ¿Qué resuelven? ¿Cuáles son las familias de productos NoSQL?', '¿Cómo escalan y cómo aseguran disponibilidad los sistemas manejadores de bases de datos NoSQL?', 'Familias de productos: llave-valor y orientada a columnas', 'Familias de productos: orientada a documentos y orientada a grafos']","['Claudia Lucía Jiménez-Guarín ', 'Christian Fernando Ariza Porras']",['Universidad de los Andes'],Personal Development,https://www.coursera.org/learn/datos-no-tradicionales-en-repositorios-nosql
Create Conditional Survey Forms using Zoho Forms,,Beginner level,2 hours,,,create survey forms using Zoho formcreate rules to guide the forms,"['Survey', 'online forms', 'Research', 'forms', 'Automation']",['Learn step-by-step'],['Emmanuel Ibekwe'],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/create-conditional-survey-forms-using-zoho-forms
少年福利與權利 (Welfare and Rights of Youth),4.8,Beginner level,Approx. 13 hours to complete,Flexible schedule,42 reviews,,[],"['少年福利與權利 (Welfare and Rights of Youth)', '少年的社會形象、次文化與問題需求(Social image, Subculture and Needs of Youth)', '以生態系統理論來討論少年問題(Use Ecological Systems Theory to Discuss Youth Problems)', '從消權到充權 (From Disempowerment to Empowerment)', '少年社會工作方法(SOCIAL WORK METHODS OF YOUTH )', '從福利到權利 (From Welfare to Rights)']",['陳毓文'],['National Taiwan University'],Personal Development,https://www.coursera.org/learn/shaonian-fuli
信息社会的机遇和挑战,4.5,,8 hours (approximately),Flexible schedule,59 reviews,,[],"['信息社会的挑战', '信息社会的机遇', '信息社会自我提升的策略', '迈向成功的四个阶段']",['罗昭锋'],['University of Science and Technology of China'],Personal Development,https://www.coursera.org/learn/xinxi-shehui
Computational Thinking for K-12 Educators: Variables and Nested Loops,,Beginner level,15 hours (approximately),Flexible schedule,,,"['Sports', 'want', 'Brainstorming', 'Broadcast']","['Welcome!', 'Nested Repeats', 'More Nested Repeats & Events', 'More Events & Variables', 'More Variables', 'Equity & Pedagogy']",['Beth Simon'],['University of California San Diego'],Personal Development,https://www.coursera.org/learn/block-programming-k12-educators-variables-nested-loops
Use Python Unit Test to Demonstrate TDD,,Intermediate level,2 hours,,,Create a Python Unit Test Structure and install Pandas.Create a Python Unit Test for a Sort and Reverse Function using TDD.Create a Python Unit Test to test a File Access Function to locate a cell in a spreadsheet.,"['Test-Driven Development', 'Python Programming', 'Python Unit Test Visual Studio Code', 'Python Unit Test', 'Python Development']",['Learn step-by-step'],['David Dalsveen'],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/python-unit-test-demonstrate-tdd
Anima personajes 2D en software Unity,,Beginner level,,,,"Crearás en el Software Unity un personaje animado en 2D.Realizarás los cambios de animación necesarios de acuerdo al estado del personaje.Ejecutarás código para controlar las transiciones de estado de tu personaje.","['Computer Animation', 'Microsoft Visual Studio', 'Software Design', '2D', 'Game Design']",['Learn step-by-step'],"['Vladimir Sánchez Garrido', 'Rubén de la Cruz Tapia']",['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/anima-personajes-2d-unity
تحرير النصوص في مايكروسوفت وورد | Editing Text in MS Word ,,Beginner level,Approx. 1 hour to complete,Flexible schedule,,,"['مايكروسوفت وورد', 'تحرير النصوص في برنامج الوورد']","['تحرير النصوص في ""مايكروسوفت وورد""']",['Alfaisal.KLD'],['Alfaisal University | KLD'],Personal Development,https://www.coursera.org/learn/editing-text-in-ms-word
Crea tu tarjeta de presentación con canva,,Beginner level,,,,Aprender a personalizar templates de tarjetas de presentación acorde a nuestro perfilAprenderás a crear tarjetas de presentación de gran impacto con CanvaAprenderás a crear un logo con Canva,"['Canva', 'Tarjeta de presentación', 'Diseño']",['Learn step-by-step'],['María Ignacia España '],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/tarjeta-presentacion-canva
University Studies for Student Veterans,,Beginner level,Approx. 13 hours to complete,Flexible schedule,,"Foundational academic and study skills for achieving academic success in collegeStrategies for more effective reading, writing, test preparation, and time managementProven tips for students taking STEM and other technical coursesMetacognition and academic mindset","['Metacognition', 'Campus culture', 'Time management', 'note-taking', 'Text marking']","['Welcome and Introductions', 'Metacognition and Mindset', 'Active Reading and Note-Taking', 'How to Study for Technical Courses', 'Hard Reading, Good Writing', 'Effective Time Management', 'Navigating Campus Culture', 'Final Exam and Next Steps']",['Robert Jenkins'],['Columbia University'],Personal Development,https://www.coursera.org/learn/university-studies-for-student-veterans
"Project Management Job Search, Resume, and Interview Prep",,Beginner level,Approx. 13 hours to complete,Flexible schedule,,"Explain the role of a project manager, career opportunities, the roles, titles, responsibilities and the required skills and competenciesCreate a resume, portfolio, and cover letter based on the job requirements and apply tips and best practices to prepare for a job interview Describe various interview question types, including  industry, skills and experience, and behavioral, and how to respond to them effectively Discuss post-interview actions required to position yourself for success  and apply tips to help during salary negotiation","['Question Answering', 'job interviews', 'project manager', 'Resume', 'Job Search Strategies']","['Building a Foundation', 'Identifying Jobs, Creating Resumes, and Drafting Cover Letters', 'The Interview Process', 'Understanding Interview Questions and Post-Interview Next Steps ', 'Final Project, Final Quiz, and Course Wrap-Up']","['IBM Skills Network Team', 'Daniel C. Yeomans']",['IBM'],Personal Development,https://www.coursera.org/learn/project-management-career-guide-and-interview-prep
"Sleep Deprivation: Habits, Solutions, and Strategies Teach-Out",4.6,Beginner level,Approx. 5 hours to complete,Flexible schedule,55 reviews,,[],"['Sleep Deprivation: Habits, Solutions, and Strategies']","['Ronald Chervin, MD, MS', 'Cathy Goldstein, MD, MS', 'Sonja G. Schuetz, MD', ""Louise O'Brien, PhD, MS"", 'Teach-Out Experts', 'Johnathan Barkham, MD', 'Anita Valanju Shelgikar, MD, MHPE']",['University of Michigan'],Personal Development,https://www.coursera.org/learn/sleepdeprivation
Exploring Beethoven's Piano Sonatas Part 3,4.9,Beginner level,Approx. 7 hours to complete,Flexible schedule,113 reviews,,[],"['welcome to class', 'Op. 10 No. 1', 'Op. 22', 'op. 31 no. 2', 'opp. 78, 79 and 81a', 'Listening to the Sonatas', 'Your Thoughts Welcome']",['Jonathan Biss'],['Curtis Institute of Music'],Personal Development,https://www.coursera.org/learn/exploring-beethoven-piano-sonatas-3
Smart Working: Lavoro agile e Business English,,Beginner level,Approx. 21 hours to complete,Flexible schedule,,"Caratteristiche dello Smart Learning e dello Smart Working. Competenze, ruoli e responsabilità coinvolte nel Lavoro AgileGli strumenti migliori per organizzare in maniera efficiente lo Smart Working e per migliorare le performance Acquisirai gli elementi essenziali per poter comunicare in maniera efficace in inglese in ambito professionale","['Communication', 'Problem Solving', 'English Language', 'teamwork', 'Teambuilding']","['Smart Education per Smart Working', 'Cosa significa Smart Working', 'Prepararsi allo Smart Working', 'Il mio lavoro', 'Team Building e Team Working', 'Written communications in english', 'Teamwork and collaboration in English ']","['Mariateresa Provenzano', 'Anna Piacentini', 'Francesca Ippolito', 'Francesco Pellecchia', 'Valentina Reda', 'Ruth Kerr', 'Emmanuele Del Piano', 'Mauro Calise']",['Università di Napoli Federico II'],Personal Development,https://www.coursera.org/learn/smart-working-lavoro-agile-business-english
تنسيق النصوص في مايكروسوفت وورد |Formatting Text in MS Word ,,Beginner level,Approx. 1 hour to complete,Flexible schedule,,,"['تنسيق النصوص', 'مايكروسوفت وورد']","['تنسيق النصوص في ""مايكروسوفت وورد""']",['Alfaisal.KLD'],['Alfaisal University | KLD'],Personal Development,https://www.coursera.org/learn/formatting-text-in-ms-word
Fundamentos de la Ingeniería de Requisitos,,Beginner level,8 hours (approximately),Flexible schedule,,,"['Identificación de las actividades que se realizan para obtener los requisitos de software', 'Reconocimiento del contenido de una lista o catálogo de requisitos', 'Descripción de las necesidades de los usuarios mediante historias de usuario', 'Identificación de las actividades que se realizan para definir requisitos de software', 'Distinción entre requisitos funcionales y no funcionales']","['La Ingeniería de Requisitos: importancia y tipos de requisitos', 'Actividades para la Obtención de Requisitos', 'Historias de Usuario y el Catálogo de Requisitos', 'Fundamentos de los casos de uso']","['Dr. José Antonio Pow Sang Portillo', 'Mag. Dennis Stephen Cohn Muroy', 'Mag. Claudia Zapata Del Río']",['Pontificia Universidad Católica del Perú'],Personal Development,https://www.coursera.org/learn/fundamentos-de-la-ingenieria-de-requisitos
高效协作,4.0,,8 hours (approximately),Flexible schedule,10 reviews,,[],"['协作与信息流', '学习流程优化', '个人工作系统', '团队协作系统']",['罗昭锋'],['University of Science and Technology of China'],Personal Development,https://www.coursera.org/learn/gaoxiao-xiezuo
Launching into Machine Learning en Français,4.5,Beginner level,16 hours (approximately),Flexible schedule,11 reviews,"Expliquer comment améliorer la qualité des données et effectuer des analyses exploratoiresCréer et entraîner des modèles AutoML avec Vertex AI et BigQuery MLOptimiser et évaluer des modèles à l'aide des fonctions de perte et des métriques de performancesCréer des ensembles de données d'entraînement, d'évaluation et de test reproductibles et évolutifs",[],"['Présentation', 'Familiarisation : effectuer une analyse exploratoire des données pour les améliorer', 'Le machine learning en pratique', ""Entraîner des modèles AutoML à l'aide de Vertex AI"", ""BigQuery Machine Learning : développer des modèles de ML dans l'espace de stockage de vos données"", 'Optimisation', 'Généralisation et échantillonnage']",['Google Cloud Training'],['Google Cloud'],Personal Development,https://www.coursera.org/learn/launching-machine-learning-fr
Approche agile et design thinking,,Beginner level,Approx. 9 hours to complete,Flexible schedule,,Comment évaluer et expliquer la pertinence des concepts et des pratiques à partir des méthodologies de développement agile  Comment créer une perspective commune et de la valeur avec des méthodes de conception comme les personas et les scénarios basés sur un problèmeComment savoir quel logiciel sera attractif pour l'utilisateur et tester vos idées à l'aide de récits utilisateurs agiles et de prototypesComment faciliter la formulation collaborative à l’aide de récits utilisateurs et de prototypes   ,"['Focal (Hp-41)', 'Trigonometric Integral', 'Persona (User Experience)', 'User Story']","['L’approche agile résout différents problèmes', 'Focaliser votre approche agile avec des personas, des scénarios basés sur un problème et des alternatives', 'Obtenir d’excellents récits utilisateurs agiles', ""Mettre l'accent sur la valeur client avec les récits utilisateurs""]",['Alex Cowan'],['University of Virginia'],Personal Development,https://www.coursera.org/learn/uva-darden-getting-started-agile-fr
ELL Success in the Content Classroom: Capstone Project,,,15 hours (approximately),Flexible schedule,,,[],"['Introduction to Capstone and Lesson Plan ', 'Modified Materials', 'Assessment', 'Rationale', 'Engagement Action Plan and Rationale', 'Final Capstone']","['Claire McLaughlin', 'Ellen Manos']",['Arizona State University'],Personal Development,https://www.coursera.org/learn/ell-project
Create an FPS Weapon in Unity (Part 1 - Revolver),,Beginner level,1.5 hours,,,"Use Colliders, Triggers and Raycasting to simulate shooting mechanisms.Detect Keystrokes and Mouse Clicks to operate a ranged weapon.Add an Aiming Reticle using Unity's UI Toolkit.","['Unity', 'Application development', 'Unity 3D', 'C sharp (C#) Programming Language', 'Video-game Development']",['Learn step-by-step'],['Edward Falzon '],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/create-fps-weapon-unity-revolver
Supporting Veteran Success in Higher Education,,Beginner level,Approx. 33 hours to complete,Flexible schedule,,,[],"['About the Course', 'Veterans in Detail', 'Veterans in Society', 'Veterans and the Admissions Process', 'Mid-Course Check-In', 'Veterans and Financial Considerations', 'Veterans on Campus', 'Veterans and Health & Well-being Considerations', 'Graded Assessment and Survey']",['Robert Jenkins'],['Columbia University'],Personal Development,https://www.coursera.org/learn/supporting-veteran-success-in-higher-education
Engaging in Enterprise Growth and Innovation,,Beginner level,Approx. 14 hours to complete,Flexible schedule,," Apply the frameworks and methods for user-centered design to improve the user’s experience of a healthcare product or serviceExplore design methods to create new healthcare product, system and service concepts with a specific architecture and design points for each elementExplore concepts and methods to design and utilize technology platforms for new products and services","['Product Strategy', 'Business Case Development', 'Design Visioning', 'User-Centered Design', 'Value Proposition']","['Module 1 - User-Centered Design     \t', 'Module 2 - Translating Designs into Solutions', 'Module 3 - External Facing Services and Platform Design', 'Module 4 - Making the Business Case and the Pitch']",['Marc H Meyer'],['Northeastern University '],Personal Development,https://www.coursera.org/learn/engaging-enterprise-growth-innovation
Creating a Personal Site with Gatsby,4.4,Intermediate level,1.5 hours,,28 reviews,Learn about the project structure of a Gatsby ProjectLearn how to create and style layout templates for pages on our websiteLearn how to publish our site on Netlify,"['Github', 'Gatsby', 'Cascading Style Sheets (CSS)', 'React']",['Learn step-by-step'],['Ola Giwa'],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/creating-personal-site-gatsby
"Comic Books, Geek Culture, and the Fandom Imaginary",,Beginner level,12 hours (approximately),Flexible schedule,,"Define and describe the dynamics of geek culture, as well as its relationships to fandom, popular culture, and digital mediaApply critical self-reflection and close reading frameworks through analytical writing and creative expressionEngage with pop culture and fandom communities by leveraging online platforms to make connections and synthesize learningReflect on your personal relationship to geek culture, and how popular culture intersects with memory and nostalgia","['Self-Reflection', 'Critical Thinking', 'Communication', 'Culture', 'analysis']","['Framing Fandom in Imaginary Spaces', 'Superheroes, Identity, and Answering the Call for Representation', 'When Fandom Turns Toxic']",['Christopher Haynes'],['University of Colorado Boulder'],Personal Development,https://www.coursera.org/learn/comic-books-geek-culture-fandom-imaginary
Playing to Your Strengths by StandOut® ,,Beginner level,Approx. 17 hours to complete,Flexible schedule,,The most powerful definition of your strengths and how to spot your strengths in action.Strategies for putting your strengths to work and how to identify and cut out your weaknesses.How to talk about your strengths effectively and strategies for sustaining the strengths-based approach.,"['Communication', 'Problem Solving', 'Performance', 'Emotional Intelligence', 'Adaptability']","['Playing to Your Strengths - Week 1', 'Playing to Your Strengths - Week 2', 'Playing to Your Strengths - Week 3', 'Playing to Your Strengths - Week 4', 'Playing to Your Strengths - Week 5', 'Playing to Your Strengths - Week 6']",['StandOut®'],"['Automatic Data Processing, Inc. (ADP)']",Personal Development,https://www.coursera.org/learn/playingtoyourstrengths
Find Your Calling: Career Transition Principles for Veterans,,Beginner level,Approx. 15 hours to complete,Flexible schedule,,Practical tips and strategies for making a successful military-to-civilian career transition.A framework for how to begin thinking about and exploring new career opportunities.Model behaviors exhibited by veterans who have successfully started new careers.,"['Resume writing', 'Networking', 'interviewing', 'Career transition']","['Introduction', 'Pietas (Citizenship)', 'Prudentia (Critical Thinking)', 'Veritas (Authenticity)', 'Gravitas (Passion)', 'Humanitas (Choice and Creativity)', 'Nosce Te Ipsum (""Know Thyself"": Emotional Intelligence)', 'Course Wrap Up', 'Graded Assessment and Survey']",['Robert Jenkins'],['Columbia University'],Personal Development,https://www.coursera.org/learn/find-your-calling
Crie sua página pessoal usando React e Github Pages,,Beginner level,,,,"Criar sua página pessoal usando React, e use-a como portfólio e/ou currículo.Faça a publicação (deploy) usando o GitHub Pages. ","['GitHub Pages', 'GIT', 'Web Development', 'React', 'Personal Webpage']",['Learn step-by-step'],['Mírian Silva'],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/build-your-personal-webpage-pt-br
Overcoming  Challenges in Self and Society,,Beginner level,18 hours (approximately),Flexible schedule,,,[],"['Understanding Adversity: An Exploration of Challenges', 'Resilience Theory and Practice: From Hardship to Strength', 'Spiritual and Humanistic Dimensions of Resilience: A Renaissance Perspective', 'The Renaissance of Resilience: You, Your Community, and Social Transformation', 'Personal Renaissance of Resilience Mandala']",['Roger L Martinez'],['University of Colorado System'],Personal Development,https://www.coursera.org/learn/overcoming-challenges-in-self-and-society
Networking and Security in iOS Applications,4.5,,14 hours (approximately),Flexible schedule,254 reviews,,[],"['Welcome!', 'Using Secure Web APIs: an Instagram Case Study', ""Don't be so pushy!"", 'Storing Data']","['Sam Kaufman', 'Don Patterson']","['University of California, Irvine']",Personal Development,https://www.coursera.org/learn/security
Ebola: Essential Knowledge for Health Professionals,4.6,,Approx. 17 hours to complete,Flexible schedule,162 reviews,,[],"['About the course', 'Epidemiology', 'Transmission and natural reservoirs', 'Pathophysiology', 'Clinical presentation, differential diagnosis, diagnosis', 'Therapeutic approaches', 'Ebola in the field: The Médecins Sans Frontières experience', 'Ebola in the field: confronted with Ebola in an existing hospital of the Lion Heart Foundation in Sierra Leone', 'Final assignment and survey']","['Martin P. Grobusch', 'Joyce  L. Browne']","['University of Amsterdam', 'Utrecht University']",Personal Development,https://www.coursera.org/learn/ebola-essentials-for-health-professionals
تنسيق الصفحات في مايكروسوفت وورد,,Beginner level,Approx. 1 hour to complete,Flexible schedule,,,"['مايكروسوفت وورد', 'تنسيق الصفحات']","['تنسيق الصفحات في ""مايكروسوفت وورد""']",['Alfaisal.KLD'],['Alfaisal University | KLD'],Personal Development,https://www.coursera.org/learn/formatting-pages-in-ms-word
Building Confidence in the Future,,Beginner level,7 hours (approximately),Flexible schedule,,How to build a detailed vision of the next six months for your team.How to describe what makes your company special and explain how you can make sure your team members feel it in their own ways.How to create a compelling picture of why clients need your company. ,"['Mindfulness', 'Professional Development', 'Storytelling', 'Team Management', 'Reflective Learning']","['Module 1: Articulating a Detailed Vision', 'Module 2: Exploring What Makes Your Company Special', 'Module 3: Delivering Value']",['StandOut®'],"['Automatic Data Processing, Inc. (ADP)']",Personal Development,https://www.coursera.org/learn/leading-standout-teams-course-7
انشاء Portfolio  شخصي باستخدام Microsoft Powerpoint,,Beginner level,1.5 hours,,,هتكون خبير بكيفية استخدام Microsoft PowerPoint online  عشان تعمل personal portfolio قوية تجذب انتباه اى شخص يشوفها سواء كان مسئول توظيف او عميل  هتنقدر  تصمم portfolio من الصفر بالشكل والـdesign الي إنت عايزه وهتقدر  تملاها معلومات بأشكال مختلفة عشان تعرض فيها نفسك وخبراتك وشغلك بشكل احترافى ,"['Personal Branding', 'PowerPoint', 'Business Design', 'CV writing']",['Learn step-by-step'],['Abdullah Alsaket '],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/iinsha-mahfazat-shakhsiat-biastikhdam-microsoft-powerpoint
Getting Started with Eventbrite,,Beginner level,,,,Create your primary Eventbrite event details using Eventbrite,"['Event Management', 'Marketing']",['Learn step-by-step'],['Erin Loder'],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/getting-started-with-eventbrite
Créer du contenu marketing pour LinkedIn avec Visme,,Beginner level,,,,"Vous serez en mesure de créer du contenu graphique professionnel pour LinkedIn avec Visme.Vous serez en mesure de créer une photo de couverture, publication et publicité Linkedin avec Visme.","['Personal Branding', 'Professional Development', 'LinkedIn', 'Digital Marketing', 'Graphic Design']",['Learn step-by-step'],['Sara Nefzaoui'],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/creer-contenu-marketing-linkedin-avec-visme
Programación avanzada en Swift,,Intermediate level,19 hours (approximately),Flexible schedule,,"Implementar una aplicación de iOS con capacidades de búsqueda y filtrado.Implementar tipos de datos personalizados avanzados en Swift.Usar ""mocks"" (""objetos de simulación"") y ""fakes"" (""objetos de falsificación"") para realizar pruebas unitarias en iOS.Implementar las prácticas recomendadas en cuanto a la organización del código con herencia, protocolos básicos y delegación.",[],"['Tipos de datos personalizados avanzados', 'Organización del código', 'Tratamiento de errores, programación funcional y pruebas', 'Crear un menú de cena']",['Taught by Meta Staff'],['Meta'],Personal Development,https://www.coursera.org/learn/advanced-programming-in-swift-es
