Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Exploring fluid mechanics using Wolfram notebook,4.3,Intermediate level,2 hours,,10 reviews,"Compute pressure with Bernoulli's equation & Compute the buoyancy of different materials in various liquids and gasesCalculate the fluid flow through pipe,Do a Venturi flowmeter computation and calculate Barometric pressure.","['Buoyancy', 'Barometric pressure', 'State of matter', 'pressure', 'Flow of fluids']",['Learn step-by-step'],['Ashish Dikshit'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/fluid-mechanics
Human Predicament Complex Modeling,4.4,Beginner level,1.5 hours,,12 reviews,Be introduced to a framework to understand the stressors pressuring the world today.Use Loopy and Mental Modeler to interconnect said stressors and run possible future scenarios.Participate in a Collective Map/Intelligence experiment.,"['analysis', 'Complex Modeling', 'Storytelling', 'Systems Thinking', 'Synthesis']",['Learn step-by-step'],['Danilo Oliveira Vaz'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/predicament-modeling
Circuitos con SPICE: Análisis en el tiempo y la frecuencia,,Intermediate level,12 hours (approximately),Flexible schedule,,,"['3.\tAplicar métodos basados en ecuaciones diferenciales ordinarias para el análisis transitorio y permanente de circuitos de primer orden y de segundo orden', '2.\tAplicar los conceptos de superposición', '1.\tAplicar las leyes fundamentales de Ohm y de Kirchhoff en el análisis de circuitos resistivos de parámetros concentrados.', '4. Aplicar conceptos de Thévenin y Norton y máxima transferencia de potencia.']","['Fundamentos del análisis de circuitos eléctricos', 'Respuesta en el tiempo', 'Fasores; respuesta de circuitos de segundo orden', 'Respuesta en la frecuencia']",['Angel Abusleme'],['Pontificia Universidad Católica de Chile'],Physical Science and Engineering,https://www.coursera.org/learn/circuitos-spicey-2
Manipulating basic laws of mechanics using wolfram notebook,,Intermediate level,2 hours,,,"Analyze, Manipulate and compute the variables that affect force on a particle. Compute the forces and motion of a block on an inclined plane Compute torque and analyze the variables that affect momentum of a body and do computation.Deep dive and calculate centripetal acceleration of a rotating body.","['dynamics', 'mechanics', 'Physics-kinematics']",['Learn step-by-step'],['Ashish Dikshit'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/laws-of-mechanics
Cambio climático en empresas de agua y saneamiento,,Beginner level,Approx. 15 hours to complete,Flexible schedule,,"Reconocer los desafíos que enfrentan las empresas de agua y saneamiento urbano con relación al cambio climático y la sostenibilidad.Identificar las estrategias para evaluar riesgos climáticos, emisiones de GEI y consumo energético utilizando herramientas como ECAM.Identificar estrategias de disminución de gases de efecto invernadero para pasar a ser empresas de agua y saneamiento con bajas emisiones de carbono.","['bajas emisiones carbono', 'gases efecto invernadero', 'agua y saneamiento', 'cambio climático', 'mitgación']","['Comienza aquí', 'Módulo 1: El cambio climático en el sector urbano del agua', 'Módulo 2: Hoja de ruta hacia una empresa de agua y saneamiento urbano con bajas emisiones de carbono', 'Módulo 3: Cálculo de emisiones de GEI en empresas de agua y saneamiento', 'Módulo 4: Riesgos climáticos en empresas de agua y saneamiento urbano']","['Maria Eugenia de la Pena', 'Martin Kerres', 'Alfred Hans Grunwaldt']",['Banco Interamericano de Desarrollo'],Physical Science and Engineering,https://www.coursera.org/learn/cambio-climatico-en-empresas-de-agua-y-saneamiento
工程圖學 2D CAD 專題,4.9,,8 hours (approximately),Flexible schedule,77 reviews,,[],"['蓄勢待發', '平面圖', '平面圖柱牆繪製', '平面圖樓梯、電梯與陽台繪製', '平面圖門窗繪製', '平面圖符號與標示註解', '第一次評量', '立面圖', '立面圖輪廓繪製', '立面圖門窗繪製', '立面圖附屬建物繪製與標示註解', '第二次評量', '下回見！']",['康仕仲'],['National Taiwan University'],Physical Science and Engineering,https://www.coursera.org/learn/cad
天文探秘,4.8,,Approx. 18 hours to complete,Flexible schedule,78 reviews,,[],"['课程伊始', '宇宙', '星系', '引力', '暗物质', '太阳', '太阳活动', '恒星的结构与演化', '恒星的终结与重生', '系外行星的探索和形成', '系外行星的进展和未来']","['施勇', '陈鹏飞', '周济林', '谢懿', '李向东']",['Nanjing University'],Physical Science and Engineering,https://www.coursera.org/learn/tianwenxue
Foundations of Advanced Wireless Communication,,Intermediate level,Approx. 44 hours to complete,Flexible schedule,,"Explain the fundamentals of modern wireless communication, such as 4G and 5G systems. Describe the essential theories related to their critical technical advancements related to 5G.Comprehend the challenges in realizing them and the way forward.","['A basic understanding of matrices and probability', 'MATLAB programming skills']","['Getting Started with the Course', 'Wireless Communication Basics ', 'Multi-Antenna System', 'Capacity of Multi-Antenna System - Part 1', 'Capacity of Multi-Antenna System - Part 2', 'Spectral Efficiency', 'Project I (Week1-Week3)', 'Massive Multiple-Input Multiple-Output (MIMO)', 'mmWave System ', 'Beamforming ', 'Orthogonal Frequency Division Multiplexing (OFDM)', 'Non-Orthogonal Multiple Access (NOMA)', 'Project II (Week 4-Week 6)']","['Abhay Kumar Sah', 'Ekant Sharma']",['IIT Roorkee'],Physical Science and Engineering,https://www.coursera.org/learn/foundations-of-advanced-wireless-communication
工程圖學 3D CAD,4.8,,7 hours (approximately),Flexible schedule,94 reviews,,[],"['蓄勢待發', '範例ㄧ   神奇方塊', '範例二  畫房子', '範例三  海灘球', '範例四  畫窗簾', '範例五 實心工具', '下回見！']",['康仕仲'],['National Taiwan University'],Physical Science and Engineering,https://www.coursera.org/learn/3d-cad
The Sun and the Total Eclipse of August 2017,4.6,Beginner level,Approx. 8 hours to complete,Flexible schedule,68 reviews,"Describe how to safely watch safely an eclipseExplain the fundamentals of sun science including the physics of light, how astronomers study the sun, how it formed and how we know what’s inside it",[],"['Introduction to the Sun and Eclipses', 'Most of what we know about the Sun is learned from Light', 'How does the Sun work?   What makes it shine?  What’s inside?', 'How did the sun form?', 'The Aug. 21, 2017 “Great American Total Solar Eclipse”']",['Douglas Duncan'],['University of Colorado Boulder'],Physical Science and Engineering,https://www.coursera.org/learn/eclipse
Circuitos con SPICE: Sistemas trifásicos y análisis avanzado,,Advanced level,8 hours (approximately),Flexible schedule,,,"['Analizar circuitos eléctricos que involucren amplificadores operacionales ideales y reales con sus diferentes configuraciones basadas en realimentación negativa.', 'Analizar circuitos de dos puertos.', 'Resolver las ecuaciones de un sistema con inductancias mutuas.', 'Plantear las ecuaciones de un sistema que contiene inductancias mutuas y aplicar estos conceptos a transformadores ideales y reales.']","['Sistemas eléctricos de potencia', 'Opamps y otros circuitos reales e imaginarios', 'Superpoderes circuitales']",['Angel Abusleme'],['Pontificia Universidad Católica de Chile'],Physical Science and Engineering,https://www.coursera.org/learn/circuitos-spicey-3
신재생 에너지 기술 기초,,Beginner level,Approx. 12 hours to complete,Flexible schedule,,"신재생 에너지 및 전기의 주요 물리적 특성을 이해합니다.여러분은 풍력, 태양열, 기타 주요 신재생 에너지 기술의 장점과 단점을 평가할 수 있는 지식을 얻을 수 있습니다.신재생 에너지 저장 기술을 평가하고 대안을 권장할 수 있습니다.",[],"['에너지의 기본 원리', '풍력 에너지', '태양 에너지', '기타 신재생 에너지 기술', '마지막 평가 과제']",['Stephen R. Lawrence'],['University of Colorado Boulder'],Physical Science and Engineering,https://www.coursera.org/learn/renewable-energy-technology-fundamentals-ko
Internet of Things: Setting Up Your DragonBoard™ Development Platform,4.2,,17 hours (approximately),Flexible schedule,160 reviews,,[],"['Introduction', 'Terminology/Cheat Sheet (Beginner)', 'Board Bring up', 'Setting up your Developing Environment', 'Changing your Operating System', 'Rescuing your Bricked Board', 'Creating your First Application', 'Native Development Kit (NDK)', 'CALIT2 Bird Application', 'Monitoring your DragonBoard™ 410c']","['Ganz Chockalingam', 'Harinath Garudadri']",['University of California San Diego'],Physical Science and Engineering,https://www.coursera.org/learn/internet-of-things-dragonboard
工程資訊管理 BIM 塑模,4.7,,28 hours (approximately),Flexible schedule,43 reviews,,[],"['蓄勢待發', '工程水平垂直放樣', 'B1F 建築模型建置', '1F 建築模型建置', '建築周邊模型建置', '下回見']",['謝尚賢'],['National Taiwan University'],Physical Science and Engineering,https://www.coursera.org/learn/bim-sumo
Cómo entrenar a tus electrones 2: Diodos y Transistores,4.9,Intermediate level,9 hours (approximately),Flexible schedule,53 reviews,,"['Transistores de Efecto de Campo', 'Análisis de Circuitos', 'MOSFET', 'Diodos', 'Electrónica']","['Introducción a la física de semiconductores', 'El diodo', 'El transistor de efecto de campo: Estructura y funcionamiento', 'El transistor de efecto de campo: Circuitos']",['Angel Abusleme'],['Pontificia Universidad Católica de Chile'],Physical Science and Engineering,https://www.coursera.org/learn/entrenar-electrones-diodos-transistores
Systems Biology and Biotechnology Capstone,4.5,,2 hours (approximately),Flexible schedule,11 reviews,,[],['Projects'],"['Ravi Iyengar, PhD']",['Icahn School of Medicine at Mount Sinai'],Physical Science and Engineering,https://www.coursera.org/learn/systems-biology-capstone
"Pets, Politics and Pandemics",,Beginner level,Approx. 11 hours to complete,Flexible schedule,,"Understand and apply intuitive concepts about abstract systems and system theoretical methodsAnalyze things you may have been studying already for a while through new insightsGrapple with social justice issues, climate change, propaganda and disinformation, the origin of the unidirectionality of time","['Education and Propaganda', 'Climate Change', 'Systems Thinking', 'equity and equality', 'Social Justice']","['Getting Started and Course Overview', 'Life’s Problems, What Is a System, and Who Cares Anyway?', 'Understanding Scientific Systems', 'Applying your Knowledge to Real World Situations', 'Now It’s Your Turn']",['Simon Billinge'],['Columbia University'],Physical Science and Engineering,https://www.coursera.org/learn/pet-politics-and-pandemics
Angewandte numerische Fluiddynamik,,Intermediate level,Approx. 31 hours to complete,Flexible schedule,,,[],"['Einführung in die angewandte numerische Fluiddynamik', 'Strömungen in Diffusoren und Düsen', 'Sekundär- und Wirbelströmungen', 'Strömungen um einen Kreiszylinder', 'Strömungen mit Wärmeübertragung']",['Milovan Peric'],['Siemens'],Physical Science and Engineering,https://www.coursera.org/learn/applied-computational-fluid-dynamics-de
"Equilibrio, ¿por qué se caen las cosas?",4.5,Beginner level,Approx. 22 hours to complete,Flexible schedule,33 reviews,,[],"['Fuerzas y equilibrio de partículas', 'Momentos', 'Sistemas de fuerzas equivalentes', 'Equilibrio de cuerpos', 'Diagramas de cuerpo libre y equilibrio', 'Aplicaciones a algunos casos reales']",['Christian Ledezma'],['Pontificia Universidad Católica de Chile'],Physical Science and Engineering,https://www.coursera.org/learn/equilibrio
D'un infini à l'autre - Voyages de l'infiniment grand à l'infiniment petit,4.7,Beginner level,Approx. 3 hours to complete,Flexible schedule,39 reviews,,[],"['Les notions de base', ""Des messagers de l'infiniment petit venus du cosmos"", ""Les particules élémentaires et l'évolution de l'Univers"", 'Comprendre les deux infinis']","['Philippe Schune', 'Olivier Drapier', 'Sébastien Descotes-Genon', 'Nicolas Arnaud']",['École Polytechnique'],Physical Science and Engineering,https://www.coursera.org/learn/physique-2-infinis-liens
التقانة والمستشعرات النانوية - الجزء الثاني,,,Approx. 16 hours to complete,Flexible schedule,,,[],"['الاسبوع الرابع - المستشعرات المستندة الى جسيمات النانو الفلزية', 'الاسبوع السابع - المستشعرات المستندة الى الأنابيب النانويّة الكربونيّة', 'الاسبوع الثامن - المستشعرات المستندة للهياكل النانويّة لأكسيد الفلز', 'الاسبوع التاسع - المستشعرات المستندة الى الهياكل النانويّة البوليميريّة', 'الاسبوع العاشر - الجلد الألكتروني المستند الى تقنيّة النانو']",['Prof. Hossam Haick'],['Technion - Israel Institute of Technology'],Physical Science and Engineering,https://www.coursera.org/learn/taknulujia-alnnanu2
Manipulate Coulomb's Law Concepts using Wolfram notebook,4.9,Intermediate level,2 hours,,19 reviews, Manipulate the values & variables that affect the electrostatic force as per Coulombs Law Compute the Coulombs force between the two charges and determine the potential energy of the systemCompare the electrostatic force to the gravitational force for elementary particles & heavy masses (human + Earth) ,"['Equipotential Line', ""Coulomb's Law"", 'Physical Concept of Charges', 'Electrical Field']",['Learn step-by-step'],['Ashish Dikshit'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/coulombs-law-using-wolfram-notebook
로봇공학: 캡스톤 디자인,,,Approx. 26 hours to complete,Flexible schedule,,,[],"['1주 차', '1주 차: 수업 선택권', '2주 차: 수업 선택권', '3주 차: 수업 선택권', '4주 차: 수업 선택권', '5주 차: 수업 선택권', '6주 차: 수업 선택권']",['Sid Deliwala'],['University of Pennsylvania'],Physical Science and Engineering,https://www.coursera.org/learn/robotics-capstone-ko
Eine Einführung in die Finite Elemente Methode mit SimScale,,Beginner level,1 hour,,,Verstehen Sie die Technologie der Cloud-Simulation und warum sie so leistungsstark istWie man einen Simulationsfall im Bereich der Strukturmechanik aufstellt und die theoretischen mit den analytischen Ergebnissen vergleicht,"['Mechanical Engineering', 'Physics', 'Simulation', 'Finite Element Analysis', 'Finite Element Method']",['Learn step-by-step'],['Jousef Murad'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/fem-finite-elemente-methode-mit-simscale
Análisis visual con Tableau,,Beginner level,Approx. 6 hours to complete,Flexible schedule,,,[],"['Primeros pasos: Gráficos', 'Fechas en Tableau', 'Campos calculados en Tableau', 'Parámetros, filtros, grupos, jerarquías, conjuntos.']",['Nestor Coppolillo'],['Universidad Austral'],Physical Science and Engineering,https://www.coursera.org/learn/anlisis-visual-con-tableau
Análisis cualitativo y cuantitativo del riesgo de desastres ,,Advanced level,14 hours (approximately),Flexible schedule,,Identificar los aspectos clave de los tipos de análisis cualitativo y cuantitativo de riesgos de desastres naturales en proyectos de infraestructura.Reconocer metodologías y herramientas que permitan realizar análisis cualitativo y cuantitativo de riesgos de desastres naturales.Identificar cómo incorporar el impacto del cambio climático en el análisis de riesgo de desastres para escenarios futuros.,"['análisis de riesgos', 'infraestructura', 'riesgos de desastres', 'cambio climático', 'resiliencia']","['Semana 1', 'Semana 2']","['Sergio Lacambra', 'Claudia Useche']",['Banco Interamericano de Desarrollo'],Physical Science and Engineering,https://www.coursera.org/learn/analisis-cualitativo-y-cuantitativo-del-riesgo-de-desastres
"현대 로봇공학, 강좌 4: 로봇 동작 계획 및 제어",,Intermediate level,Approx. 31 hours to complete,Flexible schedule,,,[],"['챕터 10: 운동 계획(파트 1/2)', '챕터 10: 운동 계획(파트 2/2)', '챕터 11: 로봇 제어(파트 1/2)', '챕터 11: 로봇 제어(파트 2/2)']",['Kevin Lynch'],['Northwestern University'],Physical Science and Engineering,https://www.coursera.org/learn/modernrobotics-course4-ko
응용 전산 유체 역학,,Intermediate level,Approx. 31 hours to complete,Flexible schedule,,,[],"['응용 전산 유체 역학', '디퓨저 및 노즐의 흐름', '2차 흐름 및 와류', '원형 실린더 주위의 흐름', '열 전달을 통한 흐름']",['Milovan Peric'],['Siemens'],Physical Science and Engineering,https://www.coursera.org/learn/applied-computational-fluid-dynamics-ko
电磁学下——恒磁场与时变电磁场,5.0,,Approx. 18 hours to complete,Flexible schedule,15 reviews,,[],"['模块一 : 恒定磁场的基本规律', '模块二 : 磁力', '模块三 : 磁介质', '模块四 : 电磁感应', '模块五 : 交流电及解交流电路', '模块六 : 电磁场和电磁波', '期末考试']",['Ms 王稼军   WangJiaJun'],['Peking University'],Physical Science and Engineering,https://www.coursera.org/learn/dianci-2
CAD/BIM技術與應用專項課程（CAD/BIM Specialization),,,65 hours (approximately),Flexible schedule,,,[],"['蓄勢待發', '案例模型建立（一）', '案例模型建立（二）', '周遭環境建立', '工程數量估算', '工程專案4D展示', '設計變更：地下室', '設計變更：屋頂', '畢業了！']",['謝尚賢'],['National Taiwan University'],Physical Science and Engineering,https://www.coursera.org/learn/cad-bim-shiwu
Modelo de Ecossistema com Insight Maker,,Beginner level,1.5 hour,,,"Configurar e rodar simulações de modelo, operando com os primitivos Stock, Flow, Variable e Link.Entender o fluxo de trabalho por trás da construção de modelos com o Insight Maker.Criar diferentes visualizações de simulações e compartilhar seu modelo.","['Pensamento Ecossistêmico', 'Análise', 'Modelagem']",['Learn step-by-step'],['Danilo Oliveira Vaz'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/ecossistema-insightmaker
Vers l'infiniment grand,,Beginner level,3 hours (approximately),Flexible schedule,,,[],"['Les notions de base', 'Les forces fondamentales', ""L'Univers aux échelles les plus grandes"", ""L'observation de l'Univers""]","['Philippe Schune', 'Olivier Drapier', 'Sébastien Descotes-Genon', 'Nicolas Arnaud']",['École Polytechnique'],Physical Science and Engineering,https://www.coursera.org/learn/physique-deux-infinis-infiniment-grand
Vers l'infiniment petit,,Beginner level,2 hours (approximately),Flexible schedule,,,[],"['Les notions de base', 'Les constituants fondamentaux', 'Etudier les particules élémentaires', 'Le LHC et au-delà']","['Philippe Schune', 'Olivier Drapier', 'Sébastien Descotes-Genon', 'Nicolas Arnaud']",['École Polytechnique'],Physical Science and Engineering,https://www.coursera.org/learn/infiniment-petit
Linearer & Nichtlineare Finite Elemente Analyse mit SimScale,,Beginner level,1 hour,,,SimScaleNichtlineare FEMSimulation,['Basic knowledge in engineering mechanics & Microsoft Excel.'],['Learn step-by-step'],['Jousef Murad'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/linearer-nichtlineare-finite-elemente-analyse-mit-simscale
"현대 로봇공학, 강좌 2: 로봇 기구학",,Intermediate level,Approx. 18 hours to complete,Flexible schedule,,,[],"['챕터 4: 정기구학', '챕터 5: 속도 기구학 및 정역학', '챕터 6: 역기구학', '챕터 7: 폐쇄형 구조의 기구학']",['Kevin Lynch'],['Northwestern University'],Physical Science and Engineering,https://www.coursera.org/learn/modernrobotics-course2-ko
Toma de decisiones y gobernanza del riesgo de desastres,,Advanced level,6 hours (approximately),Flexible schedule,,"Identificar los conceptos de viabilidad técnica y económica de proyectos de infraestructura.Distinguir los diferentes indicadores cuantitativos existentes para priorizar inversiones y su cálculo.Identificar los componentes clave de la gobernanza de riesgos, así como los pasos para un sistema de inversión pública informada.","['Toma de decisiones', 'riesgos de desastres', 'Gobernanza de riesgos', 'Viabilidad de proyectos', 'Proyectos de infraestructura']","['Semana 1', 'Semana 2']","['Roberto Guerrero Compean', 'Sergio Lacambra', 'Melissa Barandiaran', 'Claudia Useche']",['Banco Interamericano de Desarrollo'],Physical Science and Engineering,https://www.coursera.org/learn/toma-de-decisiones-y-gobernanza-del-riesgo-de-desastres
电磁学上——恒定电场,4.9,,Approx. 14 hours to complete,Flexible schedule,40 reviews,,[],"['欢迎学习', '模块一 : 库仑定律和电场强度', '模块二 : 高斯定理和环路定理', '模块三 : 导体和静电平衡', '模块四 : 电介质与电场能量', '模块五 : 直流电', '结业考试 Final exam']",['Ms 王稼军   WangJiaJun'],['Peking University'],Physical Science and Engineering,https://www.coursera.org/learn/dianci
工程資訊管理 BIM 應用,4.8,,19 hours (approximately),Flexible schedule,29 reviews,,[],"['蓄勢待發', 'BIM在工程生命週期中之應用', 'BIM模型的數量估算應用', 'BIM模型的4D模擬應用', '下回見']",['謝尚賢'],['National Taiwan University'],Physical Science and Engineering,https://www.coursera.org/learn/bim-yingyong
Cómo entrenar a tus electrones 3: Aplicaciones interesantes,,Beginner level,7 hours (approximately),Flexible schedule,,,"['Osciladores', 'Transistores bipolares', 'Análisis de Circuitos', 'Electrónica', 'BJT']","['El transistor bipolar: Estructura y funcionamiento', 'El transistor bipolar: Circuitos', 'Otros dispositivos y aplicaciones']",['Angel Abusleme'],['Pontificia Universidad Católica de Chile'],Physical Science and Engineering,https://www.coursera.org/learn/entrenar-electrones-aplicaciones-electronica
(Non) Status quo Attitudes with NetLogo,,Intermediate level,1.5 hours,,,Setup a Preferential Attachment Network using the NW extensionGenerate and characterize different breeds of agents using the breed functionalitySpecify agents-environment interactions through patch variable and diffuse function,"['Modeling', 'ABM', 'Storytelling', 'Coding', 'Imagination']",['Learn step-by-step'],['Danilo Oliveira Vaz'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/nonstatusquo-attitudes-netlogo
D'un infini à l'autre,,Beginner level,2 hours (approximately),Flexible schedule,,,[],"['Les notions de base', ""Des messagers de l'infiniment petit venus du cosmos"", ""Les particules élémentaires et l'évolution de l'Univers"", 'Comprendre les deux infinis']","['Philippe Schune', 'Olivier Drapier', 'Sébastien Descotes-Genon', 'Nicolas Arnaud']",['École Polytechnique'],Physical Science and Engineering,https://www.coursera.org/learn/physique-deux-infinis-liens
Crash couse in Gnuplot,,Intermediate level,2 hours,,,Create graphics with data set and functions.  Perform fitting operations in a large data setAutomatizing the creation of many graphics at once,"['Fuction plotting', 'Data Analysis', 'Data plotting', 'Automation for large data sets', 'Curve Fitting']",['Learn step-by-step'],['Arthur Prado'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/crash-couse-in-gnuplot
Análises de Rede com Kumu,,Intermediate level,2 hours,,,"Discutir e aplicar ""Métricas de Rede"" para a análise de uma rede real.Detectar comunidades potenciais em um mapa de rede a partir do algoritmo SLPA.Criar uma apresentação interativa com diferentes visualizações de um mapa de relações.","['Apresentação', 'Métricas de Rede', 'Contação de História', 'Pensamento Complexo']",['Learn step-by-step'],['Danilo Oliveira Vaz'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/analises-rede
Les deux infinis et nous,,Beginner level,3 hours (approximately),Flexible schedule,,,[],"['Des Infinis et des Hommes', 'Des technologies dans notre quotidien', 'De nouveaux regards sur le monde', ""Les noyaux au service de l'énergie et de la santé""]","['Philippe Schune', 'Olivier Drapier', 'Sébastien Descotes-Genon', 'Nicolas Arnaud']",['École Polytechnique'],Physical Science and Engineering,https://www.coursera.org/learn/physique-deux-infinis-et-nous
CFD Simulation um einen Spoiler,,Beginner level,,,,Einführung in SimScaleErste Schritte mit CFD,"['Simulation', 'CFD', 'Strömungsmechanik', 'Simscale', 'Numerische Strömungsmechanik']",['Learn step-by-step'],['Jousef Murad'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/cfd-simulation-um-einen-spoiler
"현대 로봇공학, 강좌 3: 로봇 동역학",,Intermediate level,Approx. 21 hours to complete,Flexible schedule,,,[],"['챕터 8: 개방형 체인의 동역학(파트 1/2)', '챕터 8: 개방형 체인의 동역학(파트 2/2)', '챕터 9: 궤적 생성(파트 1/2)', '챕터 9: 궤적 생성(파트 2/2)']",['Kevin Lynch'],['Northwestern University'],Physical Science and Engineering,https://www.coursera.org/learn/modernrobotics-course3-ko
"현대 로봇공학, 강좌 6: 캡스톤 프로젝트, 모바일 매니퓰레이션",,Intermediate level,Approx. 20 hours to complete,Flexible schedule,,,[],"['캡스톤 프로젝트 소개 및 마일스톤 1', '마일스톤 2:  기준 궤적 생성', '마일스톤 3:  피드포워드 제어', '프로젝트 완료 및 제출']",['Kevin Lynch'],['Northwestern University'],Physical Science and Engineering,https://www.coursera.org/learn/modernrobotics-course6-ko
"현대 로봇공학, 강좌 5:  로봇 매니퓰레이션 및 차륜형 이동 로봇",,Intermediate level,Approx. 35 hours to complete,Flexible schedule,,,[],"['챕터 12: 잡기 및 매니퓰레이션(파트 1/2)', '챕터 12: 잡기 및 매니퓰레이션(파트 2/2)', '챕터 13: 차륜형 이동 로봇(파트 1/2)', '챕터 13: 차륜형 이동 로봇(파트 2/2)']",['Kevin Lynch'],['Northwestern University'],Physical Science and Engineering,https://www.coursera.org/learn/modernrobotics-course5-ko
Preparing for the AP Physics 1 Exam,4.3,,Approx. 15 hours to complete,Flexible schedule,36 reviews,,[],"['Kinematics', 'Forces', 'Circular Motion and Gravitation', 'Energy and Momentum', 'Rotational Mechanics', 'Waves and Sound', 'Introduction to Circuits']","['Mariam Manuel', 'Dr. Paige K. Evans']",['University of Houston'],Physical Science and Engineering,https://www.coursera.org/learn/ap-physics-1
工程圖學 3D CAD 專題,4.8,,8 hours (approximately),Flexible schedule,54 reviews,,[],"['蓄勢待發', '建築模型基本功', '結構模型', '樓梯模型', '第一次評量', '門窗元件', '模型編修與放置元件', '材質與模型組合', '第二次評量', '下回見！']",['康仕仲'],['National Taiwan University'],Physical Science and Engineering,https://www.coursera.org/learn/cad3d
宇宙之旅：对话 (Journey of the Universe: Weaving Knowledge and Action),,,Approx. 39 hours to complete,Flexible schedule,,,[],"['欢迎来到宇宙之旅：对话 一课！', '导论 –宇宙的历程：对话', '宇宙的开端：星系，恒星和太阳系', '生命的出现，学习和人类', '全球化: 群体、城市和经济', '体化知识: 食物，能源和健康', '地球社区的出现：教学和创艺']","['John Grim', 'Mary Evelyn Tucker']",['Yale University'],Physical Science and Engineering,https://www.coursera.org/learn/yuzhou-duihua
NetLogo's BehaviorSpace + RAWGraphs,,Intermediate level,2 hours,,,"Be introduced to NetLogo's Ants Model, learning what it does and the influence of its parameters in its behavior.Configure and run multiple BehaviorSpace experiments, with different combinations of model's settings.Build codeless and insightful data visualizations with RAWGraphs","['Modeling', 'Data Analysis', 'ABM', 'Data Visualization']",['Learn step-by-step'],['Danilo Oliveira Vaz'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/behaviorspace-rawgraphs
Strömungsimulation einer Kreiselpumpe,,Beginner level,,,,SimScaleSimulationNumerische Strömungsmechanik (CFD),"['Simulation', 'CFD', 'Strömungssimulation', 'Simscale', 'Physik']",['Learn step-by-step'],['Jousef Murad'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/stromungsimulation-einer-kreiselpumpe
Modelo de Disseminação de Vírus com NetLogo,,Beginner level,,,,"Familiarize-se com Modelagem baseada em agentes e o ambiente de simulações do NetLogo.Criar agentes que vivem em um mundo virtual, descrevendo suas regras de movimento e interação.Criar gráficos e monitores para observar a disseminação do vírus hipotético no mundo simulado.","['Contação de História', 'Simulação', 'Programação', 'Modelagem']",['Learn step-by-step'],['Danilo Oliveira Vaz'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/introducao-netlogo
Introdução ao Inkscape,,Beginner level,,,,"Desenhar linhas, caminhos curvos, escrever caixas de texto, desenhar formas geométricas e salvar seu trabalho em um arquivo pdf para impressão.Aprenda a alinhar, distribuir e organizar um grande número de objetos.Escolher estilos de preenchimentos e traços para o seu objeto. Ser capaz de mover, dimensionar, girar e inclinar objetos com precisão numérica","['Produzir diagramas de alta qualidade', 'Edição de Imagem', 'Edição de imagens vetorizadas', 'produzir pôster para congresso']",['Learn step-by-step'],['Arthur Prado'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/introducao-ao-inkscape
Modelando atitudes humanas com NetLogo,,Intermediate level,,,,"Configurar uma rede de conexão preferencial (Preferential Attachment) usando a extensão NW do NetLogo.Gerar e caracterizar diferentes tipos de agentes usando a funcionalidade ""breed"" do NetLogo.Especificar interações entre agentes e ambiente por meio de variáveis de patch e da função ""diffuse"".","['ABM', 'lógica', 'Abstração Conceitual', 'Modelagem']",['Learn step-by-step'],['Danilo Oliveira Vaz'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/atitudes-netlogo
Pathway to Space Specialization,4.6,Beginner level,4 months at 5 hours a week,Flexible schedule,7 reviews,"You will learn about the cosmos and your place in it, the ways we explore space, and how people and politics play a role in what we learn. You will learn how space influences everything in our world, all while finding your pathway to space. ","['Music', 'Art', 'Writing', 'Film', 'Journalism']","['Our Place in the Cosmos', 'Getting There and Going Beyond', 'The Business, Politics, Policy, & Players of Space Programs', 'Space is Everywhere']",['Chris Koehler'],['University of Colorado Boulder'],Physical Science and Engineering,https://www.coursera.org/specializations/pathway-to-space
